epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
142,11191.8,0.90377,0.68464,1.0837,0.63287,0.5603,0.58388,0.36476,1.22528,1.06368,1.35184,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,11362.6,0.90383,0.68304,1.08572,0.65889,0.53744,0.57932,0.36168,1.23138,1.0663,1.35469,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,11530.3,0.89567,0.67428,1.08433,0.65545,0.55617,0.58356,0.36284,1.2327,1.06026,1.35981,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,11697.8,0.89757,0.67621,1.07944,0.65871,0.54436,0.57888,0.36222,1.23467,1.06257,1.36187,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,11864.7,0.89731,0.67765,1.08169,0.66711,0.54296,0.57961,0.36268,1.23312,1.06022,1.3612,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,12032.6,0.8982,0.67505,1.08038,0.65269,0.54837,0.57733,0.36198,1.23089,1.06202,1.36053,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,12200.1,0.89551,0.66776,1.07749,0.66079,0.54855,0.57637,0.36111,1.23554,1.07353,1.36545,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,12367.7,0.89659,0.66404,1.07824,0.64479,0.56038,0.57768,0.36214,1.23677,1.07216,1.36654,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,12535.3,0.88284,0.66011,1.07304,0.65732,0.54355,0.57731,0.36004,1.24214,1.08171,1.36784,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,12703,0.88683,0.6625,1.07647,0.6641,0.55009,0.57812,0.36251,1.2446,1.07402,1.37453,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,12870.6,0.88921,0.65493,1.07472,0.64277,0.56103,0.57724,0.36202,1.23729,1.07021,1.3692,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,13038.4,0.87795,0.65856,1.07429,0.63941,0.56003,0.5761,0.3617,1.24072,1.08083,1.37251,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,13206.1,0.88078,0.6529,1.07198,0.62944,0.56347,0.57591,0.36075,1.24293,1.08687,1.37216,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,13374,0.88379,0.65483,1.0695,0.6544,0.54418,0.57564,0.36036,1.24403,1.08736,1.37375,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,13552.8,0.87492,0.64984,1.06328,0.64764,0.54881,0.57794,0.36352,1.24589,1.09415,1.37718,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,13742.8,0.87384,0.64528,1.06426,0.63959,0.5569,0.57882,0.36389,1.24853,1.09182,1.37919,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,13934,0.86631,0.64949,1.06825,0.64829,0.55446,0.57815,0.36325,1.25006,1.09369,1.38347,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,14124.6,0.87326,0.64473,1.06356,0.67258,0.53797,0.57831,0.36317,1.25283,1.09636,1.38378,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,14316.5,0.86589,0.63649,1.05923,0.67227,0.53491,0.57731,0.36347,1.25089,1.08898,1.38165,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,14509.9,0.86365,0.63734,1.06224,0.65933,0.54547,0.57846,0.36354,1.24987,1.08691,1.38183,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,14701.5,0.86302,0.63432,1.05921,0.65317,0.54798,0.57816,0.36231,1.24557,1.08144,1.37959,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,14885.7,0.85983,0.63093,1.05962,0.6465,0.55175,0.57676,0.36236,1.24125,1.08315,1.37685,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,15074.8,0.85759,0.63293,1.05992,0.6545,0.54929,0.57672,0.36057,1.24517,1.08588,1.3802,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
