epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,5863.8,1.23204,0.52973,1.43046,0.89943,0.87554,0.9472,0.58349,1.28237,0.48816,1.68382,0.000537733,0.000537733,0.000537733
65,5950.43,1.22166,0.54645,1.42494,0.89261,0.92147,0.95498,0.56431,1.27274,0.46797,1.68463,0.000523586,0.000523586,0.000523586
66,6031.14,1.22626,0.53852,1.42882,0.89771,0.94805,0.95785,0.57937,1.26386,0.46576,1.66906,0.000509438,0.000509438,0.000509438
67,6122.22,1.25451,0.54138,1.45448,0.90645,0.89997,0.9478,0.5706,1.25697,0.47201,1.65224,0.000495291,0.000495291,0.000495291
68,6213.69,1.21816,0.52555,1.4222,0.93596,0.92804,0.96244,0.59741,1.25882,0.45071,1.66442,0.000481144,0.000481144,0.000481144
69,6307.65,1.23307,0.5254,1.42888,0.89004,0.92842,0.95262,0.57699,1.26547,0.46509,1.67229,0.000466997,0.000466997,0.000466997
70,6400.23,1.24367,0.53303,1.44038,0.90813,0.93826,0.96158,0.58676,1.24407,0.46119,1.64467,0.00045285,0.00045285,0.00045285
71,6491.2,1.20869,0.50393,1.41458,0.91747,0.95231,0.94878,0.57236,1.26046,0.48157,1.65903,0.000438703,0.000438703,0.000438703
72,6582.95,1.25278,0.52119,1.44052,0.94296,0.94767,0.95965,0.57229,1.26735,0.47794,1.66056,0.000424556,0.000424556,0.000424556
73,6673.42,1.22589,0.52171,1.43035,0.88625,0.93896,0.94729,0.56514,1.27224,0.46546,1.66852,0.000410409,0.000410409,0.000410409
74,6764.32,1.2095,0.51095,1.40894,0.94337,0.9545,0.96215,0.57167,1.26673,0.44415,1.66468,0.000396262,0.000396262,0.000396262
75,6855.25,1.24057,0.50539,1.43668,0.97669,0.94547,0.9641,0.58693,1.26397,0.45181,1.66261,0.000382115,0.000382115,0.000382115
76,6935.97,1.2442,0.51446,1.44475,0.91669,0.93862,0.95579,0.57019,1.27635,0.46767,1.67805,0.000367967,0.000367967,0.000367967
77,7016.01,1.21611,0.50288,1.41487,0.94102,0.96233,0.96515,0.58687,1.25704,0.45485,1.65127,0.00035382,0.00035382,0.00035382
78,7095.99,1.23884,0.51451,1.4419,0.95143,0.94251,0.96073,0.58162,1.2584,0.45727,1.65954,0.000339673,0.000339673,0.000339673
79,7175.96,1.22947,0.51044,1.44022,0.91367,0.93591,0.95416,0.57397,1.26138,0.46141,1.66884,0.000325526,0.000325526,0.000325526
80,7259.67,1.2156,0.50675,1.43945,0.93236,0.94156,0.95574,0.58213,1.26287,0.44898,1.65738,0.000311379,0.000311379,0.000311379
81,7357.47,1.21934,0.49815,1.43093,0.95583,0.95565,0.95318,0.58664,1.24945,0.43371,1.6557,0.000297232,0.000297232,0.000297232
82,7455.22,1.21121,0.49855,1.42038,0.96747,0.92422,0.95319,0.59008,1.24858,0.43981,1.6611,0.000283085,0.000283085,0.000283085
83,7553.19,1.22299,0.50007,1.43581,0.9436,0.91146,0.94224,0.57645,1.26096,0.45811,1.6545,0.000268938,0.000268938,0.000268938
84,7651.81,1.20651,0.49921,1.41016,0.94349,0.93182,0.95114,0.58018,1.25935,0.45535,1.64938,0.000254791,0.000254791,0.000254791
85,7749.64,1.20041,0.48832,1.41467,0.9399,0.91296,0.95199,0.56847,1.25609,0.45857,1.65018,0.000240644,0.000240644,0.000240644
86,7842.64,1.20156,0.50044,1.41094,0.9437,0.91046,0.95214,0.57565,1.25349,0.4429,1.64325,0.000226497,0.000226497,0.000226497
87,7935.07,1.20141,0.48924,1.40399,0.93363,0.94156,0.96619,0.59158,1.24824,0.43444,1.6478,0.000212349,0.000212349,0.000212349
88,8017.02,1.20134,0.48077,1.41057,0.96959,0.94156,0.96603,0.5833,1.25226,0.42922,1.64587,0.000198202,0.000198202,0.000198202
89,8112.93,1.17952,0.47847,1.39643,0.96414,0.95051,0.96674,0.59319,1.25247,0.42694,1.65082,0.000184055,0.000184055,0.000184055
90,8207.42,1.1891,0.47265,1.39955,0.96329,0.92295,0.95961,0.58694,1.25337,0.43229,1.64815,0.000169908,0.000169908,0.000169908
91,8310.43,1.19147,0.41574,1.45992,0.9591,0.95948,0.9677,0.58378,1.25576,0.42565,1.64961,0.000155761,0.000155761,0.000155761
92,8402.34,1.18373,0.41273,1.4663,0.96914,0.95523,0.9637,0.59701,1.25326,0.41559,1.65072,0.000141614,0.000141614,0.000141614
93,8495.57,1.18953,0.41078,1.46209,0.97228,0.95715,0.97048,0.59721,1.25222,0.41647,1.64706,0.000127467,0.000127467,0.000127467
